team,label
"[('Raymond Felton', 'PG'), ('Marcus Thornton', 'SG'), ('Jon Leuer', 'SF'), ('Zach Randolph', 'PF'), ('Jan Vesely', 'C')]",1
"[('Nate Robinson', 'PG'), ('Leandro Barbosa', 'SG'), ('Brian Skinner', 'SF'), ('Taj Gibson', 'PF'), ('LaMarcus Aldridge', 'C')]",1
"[('Nate Robinson', 'PG'), ('Wayne Ellington', 'SG'), ('Malcolm Thomas', 'SF'), ('Luol Deng', 'PF'), ('Marcin Gortat', 'C')]",1
"[('Nicolas Batum', 'PG'), ('Jeffery Taylor', 'SG'), ('Hedo Turkoglu', 'SF'), ('Lavoy Allen', 'PF'), ('Robin Lopez', 'C')]",1
"[('JR Smith', 'PG'), ('Jodie Meeks', 'SG'), ('John Lucas III', 'SF'), ('Zach Randolph', 'PF'), ('Aaron Gray', 'C')]",1
"[('Michael Carter-Williams', 'PG'), ('Caron Butler', 'SG'), ('Hedo Turkoglu', 'SF'), ('Travis Outlaw', 'PF'), ('Jan Vesely', 'C')]",1
"[('Nicolas Batum', 'PG'), ('Jeffery Taylor', 'SG'), ('AJ Price', 'SF'), ('Samardo Samuels', 'PF'), ('LaMarcus Aldridge', 'C')]",1
"[('Sebastian Telfair', 'PG'), ('Caron Butler', 'SG'), ('Jon Leuer', 'SF'), ('Zach Randolph', 'PF'), ('Robin Lopez', 'C')]",1
"[('Sasha Vujacic', 'PG'), ('Jodie Meeks', 'SG'), ('Thomas Robinson', 'SF'), ('Zach Randolph', 'PF'), ('Festus Ezeli', 'C')]",1
"[('Nate Robinson', 'PG'), ('Michael Kidd-Gilchrist', 'SG'), ('Quincy Pondexter', 'SF'), ('Luol Deng', 'PF'), ('Timofey Mozgov', 'C')]",1
"[('Nicolas Batum', 'PG'), ('Wayne Ellington', 'SG'), ('Hedo Turkoglu', 'SF'), ('Luol Deng', 'PF'), ('Jason Smith', 'C')]",1
"[('JR Smith', 'PG'), ('Jodie Meeks', 'SG'), ('Brian Scalabrine', 'SF'), ('Zach Randolph', 'PF'), ('Hilton Armstrong', 'C')]",1
"[('JR Smith', 'PG'), ('Tobias Harris', 'SG'), ('Quincy Pondexter', 'SF'), ('James Johnson', 'PF'), ('Dexter Pittman', 'C')]",1
"[('Sasha Vujacic', 'PG'), ('Michael Kidd-Gilchrist', 'SG'), ('Jon Leuer', 'SF'), ('Luol Deng', 'PF'), ('Marcin Gortat', 'C')]",1
"[('John Wall', 'PG'), ('Marcus Thornton', 'SG'), ('Brandan Wright', 'SF'), ('Samardo Samuels', 'PF'), ('Aaron Gray', 'C')]",1
"[('Jannero Pargo', 'PG'), ('Jodie Meeks', 'SG'), ('John Lucas III', 'SF'), ('James Johnson', 'PF'), ('Dexter Pittman', 'C')]",1
"[('Jannero Pargo', 'PG'), ('Caron Butler', 'SG'), ('Jared Cunningham', 'SF'), ('Travis Outlaw', 'PF'), ('Jamaal Magloire', 'C')]",1
"[('John Wall', 'PG'), ('Caron Butler', 'SG'), ('Jason Kapono', 'SF'), ('James Johnson', 'PF'), ('Festus Ezeli', 'C')]",1
"[('Vince Carter', 'PG'), ('Michael Kidd-Gilchrist', 'SG'), ('Jon Leuer', 'SF'), ('Lavoy Allen', 'PF'), ('Timofey Mozgov', 'C')]",1
"[('Jordan Farmar', 'PG'), ('Wayne Ellington', 'SG'), ('Zoran Dragic', 'SF'), ('Travis Outlaw', 'PF'), ('Marcin Gortat', 'C')]",1
"[('Pooh Jeter', 'PG'), ('Jodie Meeks', 'SG'), ('Willie Warren', 'SF'), ('Lavoy Allen', 'PF'), ('Chris Kaman', 'C')]",1
"[('Steve Blake', 'PG'), ('Tobias Harris', 'SG'), ('Udonis Haslem', 'SF'), ('Taj Gibson', 'PF'), ('Aaron Gray', 'C')]",1
"[('James Harden', 'PG'), ('Jodie Meeks', 'SG'), ('DJ White', 'SF'), ('James Johnson', 'PF'), ('Marcin Gortat', 'C')]",1
"[('Ricky Rubio', 'PG'), ('Marcus Thornton', 'SG'), ('Lance Thomas', 'SF'), ('Samardo Samuels', 'PF'), ('Jason Smith', 'C')]",1
"[('Nicolas Batum', 'PG'), ('Jodie Meeks', 'SG'), ('Serge Ibaka', 'SF'), ('Lavoy Allen', 'PF'), ('Hilton Armstrong', 'C')]",1
"[('Eric Gordon', 'PG'), ('Wayne Ellington', 'SG'), ('Thomas Robinson', 'SF'), ('Taj Gibson', 'PF'), ('Timofey Mozgov', 'C')]",1
"[('James Harden', 'PG'), ('Jodie Meeks', 'SG'), ('Jon Brockman', 'SF'), ('James Johnson', 'PF'), ('Marcin Gortat', 'C')]",1
"[('James Harden', 'PG'), ('Michael Kidd-Gilchrist', 'SG'), ('Hedo Turkoglu', 'SF'), ('Samardo Samuels', 'PF'), ('Chris Kaman', 'C')]",1
"[('Steve Blake', 'PG'), ('Wayne Ellington', 'SG'), ('Blake Griffin', 'SF'), ('James Johnson', 'PF'), ('Dwight Howard', 'C')]",1
"[('Ray Allen', 'PG'), ('Michael Kidd-Gilchrist', 'SG'), ('Al Jefferson', 'SF'), ('Luol Deng', 'PF'), ('Charlie Villanueva', 'C')]",1
"[('JR Smith', 'PG'), ('Wayne Ellington', 'SG'), ('John Lucas III', 'SF'), ('Zach Randolph', 'PF'), ('Marcin Gortat', 'C')]",1
"[('JR Smith', 'PG'), ('Jeffery Taylor', 'SG'), ('Chris Wright', 'SF'), ('Travis Outlaw', 'PF'), ('Jerome Jordan', 'C')]",1
"[('JR Smith', 'PG'), ('Caron Butler', 'SG'), ('Matt Carroll', 'SF'), ('Taj Gibson', 'PF'), ('Timofey Mozgov', 'C')]",1
"[('Norris Cole', 'PG'), ('Michael Kidd-Gilchrist', 'SG'), ('Lance Thomas', 'SF'), ('Samardo Samuels', 'PF'), ('Donatas Motiejunas', 'C')]",1
"[('Michael Carter-Williams', 'PG'), ('Leandro Barbosa', 'SG'), ('DJ White', 'SF'), ('Travis Outlaw', 'PF'), ('Charlie Villanueva', 'C')]",1
"[('Mo Williams', 'PG'), ('Michael Kidd-Gilchrist', 'SG'), ('Al Jefferson', 'SF'), ('Lavoy Allen', 'PF'), ('Jerome Jordan', 'C')]",1
"[('Nate Robinson', 'PG'), ('Jodie Meeks', 'SG'), ('Willie Warren', 'SF'), ('Lavoy Allen', 'PF'), ('Aaron Gray', 'C')]",1
"[('Steve Blake', 'PG'), ('Leandro Barbosa', 'SG'), ('Zoran Dragic', 'SF'), ('Travis Outlaw', 'PF'), ('Dwight Howard', 'C')]",1
"[('Nate Robinson', 'PG'), ('Tobias Harris', 'SG'), ('Jason Kapono', 'SF'), ('James Johnson', 'PF'), ('Charlie Villanueva', 'C')]",1
"[('John Wall', 'PG'), ('Jodie Meeks', 'SG'), ('Al Jefferson', 'SF'), ('Travis Outlaw', 'PF'), ('Jamaal Magloire', 'C')]",1
"[('Mo Williams', 'PG'), ('Tobias Harris', 'SG'), ('Jon Leuer', 'SF'), ('Travis Outlaw', 'PF'), ('Jamaal Magloire', 'C')]",1
"[('Sebastian Telfair', 'PG'), ('Michael Kidd-Gilchrist', 'SG'), ('Zoran Dragic', 'SF'), ('James Johnson', 'PF'), ('Dexter Pittman', 'C')]",1
"[('Kyle Lowry', 'PG'), ('Caron Butler', 'SG'), (""E'Twaun Moore"", 'SF'), ('Luol Deng', 'PF'), ('Tyson Chandler', 'C')]",1
"[('Nicolas Batum', 'PG'), ('Caron Butler', 'SG'), ('AJ Price', 'SF'), ('Travis Outlaw', 'PF'), ('LaMarcus Aldridge', 'C')]",1
"[('Michael Carter-Williams', 'PG'), ('Marcus Thornton', 'SG'), ('Willie Warren', 'SF'), ('Travis Outlaw', 'PF'), ('Tyson Chandler', 'C')]",1
"[('Jordan Farmar', 'PG'), ('Jeffery Taylor', 'SG'), ('Josh Powell', 'SF'), ('Taj Gibson', 'PF'), ('Tiago Splitter', 'C')]",1
"[('Mo Williams', 'PG'), ('Jodie Meeks', 'SG'), ('Quincy Pondexter', 'SF'), ('Luol Deng', 'PF'), ('Robin Lopez', 'C')]",1
"[('James Harden', 'PG'), ('Michael Kidd-Gilchrist', 'SG'), ('Noah Vonleh', 'SF'), ('Luol Deng', 'PF'), ('Tiago Splitter', 'C')]",1
"[('Steve Blake', 'PG'), ('Michael Kidd-Gilchrist', 'SG'), ('Darius Morris', 'SF'), ('Lavoy Allen', 'PF'), ('Jamaal Magloire', 'C')]",1
"[('James Harden', 'PG'), ('Caron Butler', 'SG'), ('Gani Lawal', 'SF'), ('James Johnson', 'PF'), ('Festus Ezeli', 'C')]",1
"[('Raymond Felton', 'PG'), ('Caron Butler', 'SG'), ('Malcolm Thomas', 'SF'), ('Luol Deng', 'PF'), ('Tiago Splitter', 'C')]",1
"[('Norris Cole', 'PG'), ('Jeffery Taylor', 'SG'), ('Craig Brackins', 'SF'), ('Zach Randolph', 'PF'), ('Jerome Jordan', 'C')]",1
"[('Mo Williams', 'PG'), ('Leandro Barbosa', 'SG'), ('DeJuan Blair', 'SF'), ('Samardo Samuels', 'PF'), ('Charlie Villanueva', 'C')]",1
"[('Mo Williams', 'PG'), ('Leandro Barbosa', 'SG'), ('Jon Leuer', 'SF'), ('Lavoy Allen', 'PF'), ('Jerome Jordan', 'C')]",1
"[('Kyle Lowry', 'PG'), ('Leandro Barbosa', 'SG'), ('Jon Leuer', 'SF'), ('Samardo Samuels', 'PF'), ('Chris Kaman', 'C')]",1
"[('Nate Robinson', 'PG'), ('Caron Butler', 'SG'), ('Udonis Haslem', 'SF'), ('Travis Outlaw', 'PF'), ('Jerome Jordan', 'C')]",1
"[('Raymond Felton', 'PG'), ('Jeffery Taylor', 'SG'), ('Blake Griffin', 'SF'), ('Taj Gibson', 'PF'), ('Dwight Howard', 'C')]",1
"[('Vince Carter', 'PG'), ('Leandro Barbosa', 'SG'), ('Hedo Turkoglu', 'SF'), ('James Johnson', 'PF'), ('Donatas Motiejunas', 'C')]",1
"[('Norris Cole', 'PG'), ('Marcus Thornton', 'SG'), ('Chris Quinn', 'SF'), ('Samardo Samuels', 'PF'), ('Charlie Villanueva', 'C')]",1
"[('Jannero Pargo', 'PG'), ('Marcus Thornton', 'SG'), ('Tornike Shengelia', 'SF'), ('Zach Randolph', 'PF'), ('Dwight Howard', 'C')]",1
"[('Kyle Lowry', 'PG'), ('Jeffery Taylor', 'SG'), ('Tornike Shengelia', 'SF'), ('Zach Randolph', 'PF'), ('Timofey Mozgov', 'C')]",1
"[('John Wall', 'PG'), ('Leandro Barbosa', 'SG'), ('Brandan Wright', 'SF'), ('James Johnson', 'PF'), ('Charlie Villanueva', 'C')]",1
"[('Raymond Felton', 'PG'), ('Wayne Ellington', 'SG'), ('Brian Scalabrine', 'SF'), ('James Johnson', 'PF'), ('LaMarcus Aldridge', 'C')]",1
"[('Vince Carter', 'PG'), ('Leandro Barbosa', 'SG'), ('Quincy Pondexter', 'SF'), ('Zach Randolph', 'PF'), ('Dwight Howard', 'C')]",1
"[('Ray Allen', 'PG'), ('Wayne Ellington', 'SG'), ('Leon Powe', 'SF'), ('Zach Randolph', 'PF'), ('Jason Smith', 'C')]",1
"[('Jannero Pargo', 'PG'), ('Marcus Thornton', 'SG'), ('Craig Brackins', 'SF'), ('Lavoy Allen', 'PF'), ('Jerome Jordan', 'C')]",1
"[('Ray Allen', 'PG'), ('Tobias Harris', 'SG'), (""E'Twaun Moore"", 'SF'), ('Taj Gibson', 'PF'), ('Donatas Motiejunas', 'C')]",1
"[('Mo Williams', 'PG'), ('Jeffery Taylor', 'SG'), ('Serge Ibaka', 'SF'), ('Travis Outlaw', 'PF'), ('Marcin Gortat', 'C')]",1
"[('Ray Allen', 'PG'), ('Tobias Harris', 'SG'), ('Leon Powe', 'SF'), ('Taj Gibson', 'PF'), ('Roy Hibbert', 'C')]",1
"[('Sebastian Telfair', 'PG'), ('Michael Kidd-Gilchrist', 'SG'), ('Blake Griffin', 'SF'), ('Samardo Samuels', 'PF'), ('Timofey Mozgov', 'C')]",1
"[('Mo Williams', 'PG'), ('Tobias Harris', 'SG'), ('Willie Warren', 'SF'), ('James Johnson', 'PF'), ('Robin Lopez', 'C')]",1
"[('Ray Allen', 'PG'), ('Leandro Barbosa', 'SG'), ('Joel Freeland', 'SF'), ('Taj Gibson', 'PF'), ('Roy Hibbert', 'C')]",1
"[('Michael Carter-Williams', 'PG'), ('Caron Butler', 'SG'), ('Thomas Robinson', 'SF'), ('Samardo Samuels', 'PF'), ('Donatas Motiejunas', 'C')]",1
"[('Raymond Felton', 'PG'), ('Jeffery Taylor', 'SG'), ('Malcolm Thomas', 'SF'), ('Luol Deng', 'PF'), ('Jason Smith', 'C')]",1
"[('Jordan Farmar', 'PG'), ('Marcus Thornton', 'SG'), ('Tornike Shengelia', 'SF'), ('James Johnson', 'PF'), ('LaMarcus Aldridge', 'C')]",1
"[('Michael Carter-Williams', 'PG'), ('Wayne Ellington', 'SG'), ('Lance Thomas', 'SF'), ('Samardo Samuels', 'PF'), ('Timofey Mozgov', 'C')]",1
"[('Nate Robinson', 'PG'), ('Jodie Meeks', 'SG'), ('Darius Morris', 'SF'), ('James Johnson', 'PF'), ('Festus Ezeli', 'C')]",1
"[('Jordan Farmar', 'PG'), ('Michael Kidd-Gilchrist', 'SG'), ('John Lucas III', 'SF'), ('Zach Randolph', 'PF'), ('LaMarcus Aldridge', 'C')]",1
"[('Raymond Felton', 'PG'), ('Caron Butler', 'SG'), ('Greg Smith', 'SF'), ('Luol Deng', 'PF'), ('Tyson Chandler', 'C')]",1
"[('Nate Robinson', 'PG'), ('Michael Kidd-Gilchrist', 'SG'), ('Jon Brockman', 'SF'), ('Samardo Samuels', 'PF'), ('Chris Kaman', 'C')]",1
"[('John Wall', 'PG'), ('Jeffery Taylor', 'SG'), ('Jared Cunningham', 'SF'), ('Samardo Samuels', 'PF'), ('Jerome Jordan', 'C')]",1
"[('Ray Allen', 'PG'), ('Wayne Ellington', 'SG'), ('Chris Quinn', 'SF'), ('Lavoy Allen', 'PF'), ('Aaron Gray', 'C')]",1
"[('Sasha Vujacic', 'PG'), ('Tobias Harris', 'SG'), ('Joel Freeland', 'SF'), ('Taj Gibson', 'PF'), ('Dwight Howard', 'C')]",1
"[('Ray Allen', 'PG'), ('Leandro Barbosa', 'SG'), ('Al Jefferson', 'SF'), ('James Johnson', 'PF'), ('Chris Kaman', 'C')]",1
"[('Ray Allen', 'PG'), ('Wayne Ellington', 'SG'), ('Chris Quinn', 'SF'), ('Travis Outlaw', 'PF'), ('Robin Lopez', 'C')]",1
"[('Sasha Vujacic', 'PG'), ('Marcus Thornton', 'SG'), ('Noah Vonleh', 'SF'), ('Luol Deng', 'PF'), ('Jan Vesely', 'C')]",1
"[('Jannero Pargo', 'PG'), ('Jodie Meeks', 'SG'), ('Chris Quinn', 'SF'), ('Travis Outlaw', 'PF'), ('Chris Kaman', 'C')]",1
"[('James Harden', 'PG'), ('Caron Butler', 'SG'), ('Hedo Turkoglu', 'SF'), ('Travis Outlaw', 'PF'), ('Tyson Chandler', 'C')]",1
"[('Pooh Jeter', 'PG'), ('Michael Kidd-Gilchrist', 'SG'), ('Greg Smith', 'SF'), ('Lavoy Allen', 'PF'), ('Marcin Gortat', 'C')]",1
"[('Pooh Jeter', 'PG'), ('Leandro Barbosa', 'SG'), ('Lance Thomas', 'SF'), ('Taj Gibson', 'PF'), ('Jerome Jordan', 'C')]",1
"[('Jannero Pargo', 'PG'), ('Caron Butler', 'SG'), ('John Lucas III', 'SF'), ('Lavoy Allen', 'PF'), ('Jerome Jordan', 'C')]",1
"[('John Wall', 'PG'), ('Leandro Barbosa', 'SG'), ('Malcolm Thomas', 'SF'), ('Travis Outlaw', 'PF'), ('Festus Ezeli', 'C')]",1
"[('JR Smith', 'PG'), ('Jeffery Taylor', 'SG'), ('Thomas Robinson', 'SF'), ('Taj Gibson', 'PF'), ('Jason Smith', 'C')]",1
"[('Eric Gordon', 'PG'), ('Leandro Barbosa', 'SG'), ('DJ White', 'SF'), ('James Johnson', 'PF'), ('Jan Vesely', 'C')]",1
"[('Norris Cole', 'PG'), ('Wayne Ellington', 'SG'), ('Brandan Wright', 'SF'), ('Lavoy Allen', 'PF'), ('Aaron Gray', 'C')]",1
"[('Norris Cole', 'PG'), ('Leandro Barbosa', 'SG'), ('Willie Warren', 'SF'), ('Zach Randolph', 'PF'), ('Roy Hibbert', 'C')]",1
"[('Sasha Vujacic', 'PG'), ('Michael Kidd-Gilchrist', 'SG'), ('John Lucas III', 'SF'), ('James Johnson', 'PF'), ('Timofey Mozgov', 'C')]",1
"[('John Wall', 'PG'), ('Jodie Meeks', 'SG'), ('Jon Brockman', 'SF'), ('Luol Deng', 'PF'), ('Tiago Splitter', 'C')]",1
"[('Vince Carter', 'PG'), ('Leandro Barbosa', 'SG'), ('Jae Crowder', 'SF'), ('James Johnson', 'PF'), ('Roy Hibbert', 'C')]",1
"[('Pooh Jeter', 'PG'), ('Jodie Meeks', 'SG'), ('Udonis Haslem', 'SF'), ('James Johnson', 'PF'), ('Jerome Jordan', 'C')]",1
"[('Norris Cole', 'PG'), ('Marcus Thornton', 'SG'), ('Lance Thomas', 'SF'), ('Taj Gibson', 'PF'), ('Jason Smith', 'C')]",1
"[('James Harden', 'PG'), ('Jeffery Taylor', 'SG'), ('Jared Cunningham', 'SF'), ('Lavoy Allen', 'PF'), ('Dwight Howard', 'C')]",1
"[('Nicolas Batum', 'PG'), ('Tobias Harris', 'SG'), ('Josh Powell', 'SF'), ('Samardo Samuels', 'PF'), ('Dwight Howard', 'C')]",1
"[('Steve Blake', 'PG'), ('Jodie Meeks', 'SG'), ('Darius Morris', 'SF'), ('Zach Randolph', 'PF'), ('LaMarcus Aldridge', 'C')]",1
"[('Michael Carter-Williams', 'PG'), ('Jeffery Taylor', 'SG'), ('Tornike Shengelia', 'SF'), ('Samardo Samuels', 'PF'), ('Dexter Pittman', 'C')]",1
"[('JR Smith', 'PG'), ('Caron Butler', 'SG'), ('Leon Powe', 'SF'), ('Luol Deng', 'PF'), ('Timofey Mozgov', 'C')]",1
"[('Mo Williams', 'PG'), ('Tobias Harris', 'SG'), ('Udonis Haslem', 'SF'), ('Taj Gibson', 'PF'), ('Dwight Howard', 'C')]",1
"[('John Wall', 'PG'), ('Jeffery Taylor', 'SG'), ('DJ White', 'SF'), ('James Johnson', 'PF'), ('Festus Ezeli', 'C')]",1
"[('Ray Allen', 'PG'), ('Tobias Harris', 'SG'), ('Thomas Robinson', 'SF'), ('Luol Deng', 'PF'), ('Roy Hibbert', 'C')]",1
"[('Pooh Jeter', 'PG'), ('Jodie Meeks', 'SG'), ('AJ Price', 'SF'), ('Luol Deng', 'PF'), ('Charlie Villanueva', 'C')]",1
"[('Michael Carter-Williams', 'PG'), ('Tobias Harris', 'SG'), ('Udonis Haslem', 'SF'), ('James Johnson', 'PF'), ('Tyson Chandler', 'C')]",1
"[('Eric Gordon', 'PG'), ('Wayne Ellington', 'SG'), ('Jon Brockman', 'SF'), ('Travis Outlaw', 'PF'), ('Chris Kaman', 'C')]",1
"[('John Wall', 'PG'), ('Wayne Ellington', 'SG'), ('Al Jefferson', 'SF'), ('Zach Randolph', 'PF'), ('Marcin Gortat', 'C')]",1
"[('Vince Carter', 'PG'), ('Jeffery Taylor', 'SG'), ('Thomas Robinson', 'SF'), ('James Johnson', 'PF'), ('Marcin Gortat', 'C')]",1
"[('Ricky Rubio', 'PG'), ('Marcus Thornton', 'SG'), ('Tornike Shengelia', 'SF'), ('James Johnson', 'PF'), ('Spencer Hawes', 'C')]",1
"[('Sebastian Telfair', 'PG'), ('Tobias Harris', 'SG'), ('Chris Quinn', 'SF'), ('Zach Randolph', 'PF'), ('Roy Hibbert', 'C')]",1
"[('Nicolas Batum', 'PG'), ('Jeffery Taylor', 'SG'), ('DeJuan Blair', 'SF'), ('Luol Deng', 'PF'), ('Spencer Hawes', 'C')]",1
"[('Steve Blake', 'PG'), ('Caron Butler', 'SG'), ('Lance Thomas', 'SF'), ('Luol Deng', 'PF'), ('Robin Lopez', 'C')]",1
"[('JR Smith', 'PG'), ('Jeffery Taylor', 'SG'), ('Malcolm Thomas', 'SF'), ('Samardo Samuels', 'PF'), ('Jerome Jordan', 'C')]",1
"[('Ray Allen', 'PG'), ('Caron Butler', 'SG'), ('Josh Powell', 'SF'), ('Travis Outlaw', 'PF'), ('Tiago Splitter', 'C')]",1
"[('John Wall', 'PG'), ('Marcus Thornton', 'SG'), ('Michael Beasley', 'SF'), ('James Johnson', 'PF'), ('Donatas Motiejunas', 'C')]",1
"[('Jordan Farmar', 'PG'), ('Jeffery Taylor', 'SG'), ('Joel Freeland', 'SF'), ('Samardo Samuels', 'PF'), ('Dwight Howard', 'C')]",1
"[('Kyle Lowry', 'PG'), ('Jodie Meeks', 'SG'), ('Zoran Dragic', 'SF'), ('James Johnson', 'PF'), ('Roy Hibbert', 'C')]",1
"[('Michael Carter-Williams', 'PG'), ('Michael Kidd-Gilchrist', 'SG'), ('Brandan Wright', 'SF'), ('Zach Randolph', 'PF'), ('Dwight Howard', 'C')]",1
"[('John Wall', 'PG'), ('Leandro Barbosa', 'SG'), ('Udonis Haslem', 'SF'), ('James Johnson', 'PF'), ('Tiago Splitter', 'C')]",1
"[('Raymond Felton', 'PG'), ('Jodie Meeks', 'SG'), ('Chris Wright', 'SF'), ('Taj Gibson', 'PF'), ('Jerome Jordan', 'C')]",1
"[('Mo Williams', 'PG'), ('Tobias Harris', 'SG'), ('Brian Scalabrine', 'SF'), ('Zach Randolph', 'PF'), ('Timofey Mozgov', 'C')]",1
"[('Mo Williams', 'PG'), ('Caron Butler', 'SG'), ('Brandan Wright', 'SF'), ('Luol Deng', 'PF'), ('Charlie Villanueva', 'C')]",1
"[('Sasha Vujacic', 'PG'), ('Wayne Ellington', 'SG'), ('Brian Skinner', 'SF'), ('Travis Outlaw', 'PF'), ('Timofey Mozgov', 'C')]",1
"[('John Wall', 'PG'), ('Marcus Thornton', 'SG'), ('Udonis Haslem', 'SF'), ('Luol Deng', 'PF'), ('Donatas Motiejunas', 'C')]",1
"[('Nate Robinson', 'PG'), ('Marcus Thornton', 'SG'), ('Lance Thomas', 'SF'), ('Luol Deng', 'PF'), ('Tiago Splitter', 'C')]",1
"[('Steve Blake', 'PG'), ('Tobias Harris', 'SG'), ('Jon Brockman', 'SF'), ('Taj Gibson', 'PF'), ('Tiago Splitter', 'C')]",1
"[('Ray Allen', 'PG'), ('Michael Kidd-Gilchrist', 'SG'), ('Jason Kapono', 'SF'), ('James Johnson', 'PF'), ('Spencer Hawes', 'C')]",1
"[('Kyle Lowry', 'PG'), ('Caron Butler', 'SG'), ('Gani Lawal', 'SF'), ('James Johnson', 'PF'), ('Jerome Jordan', 'C')]",1
"[('Michael Carter-Williams', 'PG'), ('Jeffery Taylor', 'SG'), ('Chris Quinn', 'SF'), ('Lavoy Allen', 'PF'), ('Jason Smith', 'C')]",1
"[('JR Smith', 'PG'), ('Jodie Meeks', 'SG'), ('Brandan Wright', 'SF'), ('Zach Randolph', 'PF'), ('Dwight Howard', 'C')]",1
"[('Nicolas Batum', 'PG'), ('Jodie Meeks', 'SG'), ('Brian Skinner', 'SF'), ('Samardo Samuels', 'PF'), ('Donatas Motiejunas', 'C')]",1
"[('Ray Allen', 'PG'), ('Leandro Barbosa', 'SG'), ('Malcolm Thomas', 'SF'), ('Taj Gibson', 'PF'), ('Spencer Hawes', 'C')]",1
"[('JR Smith', 'PG'), ('Marcus Thornton', 'SG'), ('DJ White', 'SF'), ('Travis Outlaw', 'PF'), ('Roy Hibbert', 'C')]",1
"[('Sebastian Telfair', 'PG'), ('Marcus Thornton', 'SG'), ('Joel Freeland', 'SF'), ('James Johnson', 'PF'), ('Timofey Mozgov', 'C')]",1
"[('Raymond Felton', 'PG'), ('Jeffery Taylor', 'SG'), ('Michael Beasley', 'SF'), ('Travis Outlaw', 'PF'), ('Hilton Armstrong', 'C')]",1
"[('Vince Carter', 'PG'), ('Leandro Barbosa', 'SG'), ('AJ Price', 'SF'), ('Travis Outlaw', 'PF'), ('Jamaal Magloire', 'C')]",1
"[('Raymond Felton', 'PG'), ('Wayne Ellington', 'SG'), ('Matt Carroll', 'SF'), ('Samardo Samuels', 'PF'), ('Donatas Motiejunas', 'C')]",1
"[('James Harden', 'PG'), ('Caron Butler', 'SG'), ('Greg Smith', 'SF'), ('Travis Outlaw', 'PF'), ('Chris Kaman', 'C')]",1
"[('Raymond Felton', 'PG'), ('Michael Kidd-Gilchrist', 'SG'), ('Chris Quinn', 'SF'), ('Taj Gibson', 'PF'), ('Dexter Pittman', 'C')]",1
"[('Sebastian Telfair', 'PG'), ('Wayne Ellington', 'SG'), ('Joel Freeland', 'SF'), ('Luol Deng', 'PF'), ('Roy Hibbert', 'C')]",1
